transaction_id,customer_id,date,category,product_name,quantity,unit_price,total_amount,payment_method,city,rating,delivery_status,return_days
TXN_003016,CUST_03016,2022-09-08,Home & Garden,T-Shirt,6,10.994834199939739,65.96900519963843,Debit Card,New York,5.0,Returned,
TXN_002193,CUST_02193,2024-01-30,Electronics,Self-Help,5,8.219824878863804,41.09912439431902,Cash,LA,5.0,Returned,
TXN_011824,CUST_01324,2024-12-31,Books,Curtains,7,12.166282958834811,85.16398071184368,CREDIT CARD,NYC,4.0,Processing,
TXN_005023,CUST_01523,2022-06-30,Beauty,Dumbbells,7,9.073382789280775,63.51367952496542,Credit Card,new york,4.0,Cancelled,
TXN_002616,CUST_02616,2023-05-01,Home & Garden,Sweater,7,3.1903761968914854,22.3326333782404,paypal,NYC,5.0,Delivered,
TXN_010760,CUST_00260,2024-06-27,Home & Garden,Yoga Mat,7,0.7142857142857143,5.0,Credit Card,los angeles,4.0,Processing,
TXN_006316,CUST_02816,2023-09-15,Sports,Juice,1,64.28347525049536,64.28347525049536,paypal,Phoenix,5.0,Returned,
TXN_009316,CUST_02316,2022-05-28,Food,Monitor,7,11.677474707654072,81.74232295357851,Google Pay,Phoenix,2.0,Pending,
TXN_005796,CUST_02296,2023-05-29,Home & Garden,Lipstick,2,3.6472100481852303,7.294420096370461,paypal,los angeles,3.0,Processing,
TXN_007205,CUST_00205,2024-05-01,Beauty,Phone,7,1.4487563865266793,10.141294705686756,Google Pay,new york,4.0,Processing,
TXN_000136,CUST_00136,2023-05-06,Books,Cream,2,18.2863201440038,36.5726402880076,PayPal,,5.0,Delivered,
TXN_007104,CUST_00104,2022-06-12,Beauty,Tablet,2,7.584156271006612,15.168312542013224,PayPal,Los Angeles,3.0,Shipped,
TXN_014205,CUST_00205,2022-11-30,Food,Curtains,4,12.86534409084506,51.46137636338024,Cash,los angeles,4.0,Processing,
TXN_000563,CUST_00563,2022-12-10,Books,Dumbbells,1,5.0,5.0,paypal,los angeles,,Returned,
TXN_013064,CUST_02564,2022-01-04,Sports,Laptop,3,7.481020624830541,22.443061874491622,credit card,new york,5.0,Pending,27.0
TXN_008458,CUST_01458,2023-05-21,Books,Dumbbells,6,26.18545365349379,157.11272192096274,debit card,Chicago,,Delivered,
TXN_012813,CUST_02313,2023-05-31,Food,Phone,7,0.7142857142857143,5.0,paypal,Phoenix,3.0,Shipped,
TXN_008956,CUST_01956,2024-11-07,Home & Garden,Fiction Novel,3,17.256227464652184,51.76868239395655,PayPal,NYC,4.0,Cancelled,
TXN_014741,CUST_00741,2022-02-19,Sports,Headphones,7,6.432872357802914,45.0301065046204,Cash,New York,4.0,Pending,
TXN_000628,CUST_00628,2024-09-27,Sports,Pasta,4,1.25,5.0,Cash,LA,4.0,Pending,
TXN_001695,CUST_01695,2024-10-26,Clothing,Phone,4,1.25,5.0,PayPal,LA,4.0,Delivered,
TXN_009306,CUST_02306,2023-01-05,Books,Shampoo,7,2.0778977142719004,14.545283999903303,Credit Card,Houston,,Pending,
TXN_005949,CUST_02449,2024-12-21,Sports,Cookbook,6,14.545717997282019,87.27430798369211,Google Pay,los angeles,5.0,Cancelled,
TXN_013669,CUST_03169,2022-01-29,Home & Garden,Jeans,1,98.86746036565049,98.86746036565049,credit card,houston,5.0,Cancelled,
TXN_005057,CUST_01557,2024-12-02,Clothing,Rug,3,5.40010080292461,16.20030240877383,Credit Card,,4.0,Cancelled,
TXN_013707,CUST_03207,2024-10-09,Sports,Cereal,1,14.178958053045681,14.178958053045681,paypal,,1.0,Cancelled,
TXN_003841,CUST_00341,2024-01-05,Home & Garden,Shoes,3,1.6666666666666667,5.0,Google Pay,Chicago,5.0,Pending,
TXN_002159,CUST_02159,2024-02-12,Food,Running Shoes,6,11.513422454031856,69.08053472419114,Cash,,5.0,Pending,
TXN_003994,CUST_00494,2023-08-28,Electronics,Dumbbells,7,4.845202044211624,33.91641430948137,Credit Card,chicago,4.0,Pending,
TXN_000116,CUST_00116,2022-01-07,Sports,Perfume,2,40.69922351851391,81.39844703702782,paypal,New York,5.0,Shipped,
TXN_013093,CUST_02593,2023-08-20,Clothing,Charger,7,0.8027974595539826,5.619582216877879,CASH,NYC,4.0,Processing,
TXN_005809,CUST_02309,2024-11-21,Electronics,Tech Book,6,4.484416060815941,26.90649636489565,debit card,New York,,Pending,
TXN_012367,CUST_01867,2022-04-25,Clothing,Phone,6,3.6600170654547077,21.960102392728245,CREDIT CARD,New York,,Delivered,
TXN_013515,CUST_03015,2022-02-09,Sports,Soap,1,39.888694831693286,39.888694831693286,Credit Card,New York,3.0,Delivered,
TXN_000749,CUST_00749,2024-08-17,Books,Table,3,16.31332173095551,48.93996519286654,paypal,houston,3.0,Pending,
TXN_014035,CUST_00035,2023-01-21,Clothing,Chair,7,10.447088503777938,,credit card,,5.0,Cancelled,
TXN_006043,CUST_02543,2024-05-26,Clothing,Comic,5,1.7537807086470178,8.768903543235089,debit card,Los Angeles,4.0,Returned,
TXN_000332,CUST_00332,2023-05-27,Clothing,Phone,5,1.0,5.0,Debit Card,houston,4.0,Delivered,
TXN_002753,CUST_02753,2024-05-29,Clothing,Charger,2,10.585338362349072,21.170676724698144,Google Pay,Houston,3.0,Pending,
TXN_005630,CUST_02130,2022-01-23,Sports,Pasta,6,11.777003025257137,70.66201815154282,CREDIT CARD,NYC,3.0,Pending,
TXN_011211,CUST_00711,2024-04-22,Sports,Jeans,5,12.392119655069461,61.96059827534731,Debit Card,Chicago,5.0,Pending,3.0
TXN_012350,CUST_01850,2024-06-20,Electronics,Headphones,1,53.37744664609654,53.37744664609654,Debit Card,LA,3.0,Processing,
TXN_001413,CUST_01413,2024-01-24,Home & Garden,Curtains,5,1.0,5.0,CREDIT CARD,houston,4.0,Pending,
TXN_012352,CUST_01852,2022-08-07,Beauty,Football,6,2.4271775605259513,14.563065363155708,Google Pay,Houston,1.0,Returned,25.0
TXN_012180,CUST_01680,2023-02-27,Books,Monitor,6,2.7135177299823545,16.281106379894126,CREDIT CARD,houston,,Cancelled,
TXN_010494,CUST_03494,2024-09-17,Beauty,Headphones,4,11.83973043844594,47.35892175378376,Cash,,5.0,Returned,
TXN_012823,CUST_02323,2023-05-13,Home & Garden,Tablet,3,15.74545111924163,47.236353357724894,debit card,New York,3.0,Cancelled,
TXN_009501,CUST_02501,2022-05-03,Clothing,Headphones,4,16.64839959078332,66.59359836313328,credit card,,3.0,Shipped,27.0
TXN_003919,CUST_00419,2023-10-20,Electronics,Monitor,1,81.84817523676712,81.84817523676712,paypal,LA,4.0,Returned,
TXN_005713,CUST_02213,2022-07-19,Electronics,Chair,4,36.41886663655526,145.67546654622103,Credit Card,New York,5.0,Pending,
TXN_008008,CUST_01008,2023-07-14,Clothing,Charger,1,59.12848094443427,59.12848094443427,Google Pay,Houston,5.0,Pending,6.0
TXN_008466,CUST_01466,2024-07-21,Clothing,Sweater,4,7.1759992192105075,28.70399687684203,CASH,,4.0,Processing,
TXN_014302,CUST_00302,2022-12-20,Sports,Pasta,7,0.7142857142857143,5.0,CASH,New York,5.0,Returned,
TXN_003786,CUST_00286,2022-12-29,Sports,Dumbbells,7,6.143185687991997,43.00229981594398,Credit Card,Los Angeles,3.0,Processing,
TXN_007096,CUST_00096,2022-11-14,Clothing,Football,7,12.8948621501079,90.2640350507553,CASH,New York,5.0,Shipped,
TXN_012221,CUST_01721,2024-12-06,Home & Garden,Cream,4,1.25,5.0,paypal,houston,,Returned,
TXN_004374,CUST_00874,2023-08-12,Home & Garden,Tech Book,7,5.120289708114905,35.84202795680434,debit card,Los Angeles,5.0,Pending,
TXN_003682,CUST_00182,2023-06-20,Beauty,Headphones,2,37.04497015797159,74.08994031594318,paypal,NYC,5.0,Cancelled,
TXN_003968,CUST_00468,2023-10-10,Books,Coffee,7,6.339908575510487,44.37936002857341,CASH,houston,5.0,Returned,
TXN_014879,CUST_00879,2024-10-05,Books,Biography,1,5.0,5.0,credit card,chicago,,Pending,
TXN_005568,CUST_02068,2022-12-22,Sports,Sunscreen,5,18.10199918461819,90.50999592309095,PayPal,houston,5.0,Delivered,
TXN_004008,CUST_00508,2023-03-10,Food,Biography,6,9.487404442959594,56.924426657757564,Google Pay,Houston,2.0,Pending,
TXN_000285,CUST_00285,2024-06-16,Beauty,Cookbook,5,1.0,5.0,paypal,,3.0,Returned,
TXN_009949,CUST_02949,2023-03-19,Clothing,Tablet,2,14.50209036807028,29.00418073614056,Google Pay,,4.0,Processing,
TXN_005541,CUST_02041,2023-09-06,Home & Garden,Soap,1,52.42771881540704,52.42771881540704,Google Pay,Houston,4.0,Pending,
TXN_010161,CUST_03161,2022-08-05,Food,Running Shoes,3,15.95668851300254,47.87006553900762,credit card,Houston,5.0,Returned,
TXN_007330,CUST_00330,2024-05-13,Sports,Yoga Mat,2,6.059555220249345,12.11911044049869,Debit Card,Chicago,5.0,Delivered,
TXN_009762,CUST_02762,2024-07-09,Sports,Tablet,7,25.25317418385353,176.77221928697472,CREDIT CARD,New York,5.0,Pending,
TXN_007541,CUST_00541,2024-06-28,Electronics,Curtains,3,1.6666666666666667,5.0,Debit Card,New York,5.0,Pending,
TXN_012491,CUST_01991,2023-03-21,Home & Garden,Cookbook,7,1.6574216438584857,11.6019515070094,debit card,Houston,5.0,Cancelled,
TXN_014575,CUST_00575,2022-07-09,Beauty,Rug,5,4.0840189185838645,20.420094592919323,Credit Card,,5.0,Cancelled,
TXN_000780,CUST_00780,2023-10-20,Clothing,Table,1,59.20008545438085,59.20008545438085,CREDIT CARD,Phoenix,5.0,Processing,
TXN_009474,CUST_02474,2022-08-06,Clothing,Yoga Mat,2,62.584860037083835,125.16972007416767,paypal,Houston,4.0,Returned,24.0
TXN_013111,CUST_02611,2024-01-19,Beauty,Comic,7,5.326927415429545,37.28849190800682,credit card,Los Angeles,3.0,Cancelled,
TXN_010563,CUST_00063,2023-01-05,Food,Yoga Mat,7,1.8765093143566067,13.135565200496247,PayPal,Chicago,1.0,Processing,
TXN_014415,CUST_00415,2022-05-28,Electronics,Bicycle,4,12.370161763411994,49.48064705364798,CREDIT CARD,new york,4.0,Shipped,20.0
TXN_008241,CUST_01241,2023-03-19,Sports,Chair,4,14.139523290071649,56.558093160286596,paypal,,4.0,Processing,
TXN_011156,CUST_00656,2022-01-07,Books,Pillow,1,143.2780352490386,143.2780352490386,Cash,Phoenix,4.0,Pending,
TXN_010348,CUST_03348,2024-10-18,Clothing,Tennis Racket,3,12.26727839942164,36.80183519826492,Credit Card,,,Cancelled,
TXN_007314,CUST_00314,2024-05-01,Books,Sunscreen,7,0.7142857142857143,5.0,Debit Card,Phoenix,5.0,Cancelled,
TXN_004659,CUST_01159,2023-10-01,Beauty,Bicycle,3,21.238967343297087,63.716902029891266,PayPal,chicago,3.0,Delivered,
TXN_008757,CUST_01757,2024-03-23,Clothing,Phone,6,3.3070979224014088,19.84258753440845,paypal,NYC,3.0,Pending,5.0
TXN_002501,CUST_02501,2022-08-12,Clothing,Dress,3,24.102706608376437,72.30811982512931,CREDIT CARD,LA,5.0,Delivered,
TXN_001005,CUST_01005,2022-08-10,Electronics,Juice,5,10.752377151704028,53.76188575852014,Google Pay,chicago,2.0,Returned,
TXN_007936,CUST_00936,2024-12-26,Food,Tablet,3,11.880903815028608,35.64271144508582,debit card,New York,2.0,Pending,9.0
TXN_010921,CUST_00421,2023-11-18,Home & Garden,Self-Help,6,7.530507313457988,45.183043880747924,CREDIT CARD,new york,2.0,Returned,
TXN_006406,CUST_02906,2024-01-13,Books,Tablet,3,6.651601709046997,19.954805127140993,CREDIT CARD,houston,4.0,Pending,
TXN_014218,CUST_00218,2024-03-04,Food,Lipstick,3,4.79232792911932,14.376983787357961,CASH,Los Angeles,4.0,Pending,
TXN_014481,CUST_00481,2022-07-15,Food,Chair,4,10.313436893406584,41.253747573626335,Google Pay,los angeles,4.0,Delivered,
TXN_000335,CUST_00335,2024-04-12,Sports,Jacket,6,0.8333333333333334,5.0,paypal,,5.0,Delivered,
TXN_012891,CUST_02391,2023-02-19,Books,Perfume,6,6.0756777129707915,36.45406627782475,CREDIT CARD,Los Angeles,4.0,Returned,
TXN_001118,CUST_01118,2024-07-18,Clothing,Pasta,4,3.8587687208376944,15.435074883350778,PayPal,los angeles,5.0,Delivered,
TXN_007552,CUST_00552,2024-04-29,Beauty,Phone,7,7.747286822039415,54.23100775427591,CASH,houston,3.0,Pending,
TXN_001760,CUST_01760,2022-07-04,Clothing,Shoes,5,6.058276310869285,30.291381554346426,Cash,Houston,4.0,Delivered,10.0
TXN_014528,CUST_00528,2023-03-01,Electronics,Headphones,2,43.76916349815015,87.5383269963003,CASH,NYC,4.0,Pending,
TXN_007550,CUST_00550,2024-06-14,Beauty,Sweater,2,72.81859559066552,145.63719118133105,debit card,LA,,Delivered,
TXN_007178,CUST_00178,2023-05-11,Home & Garden,Laptop,4,2.9548941261599215,11.819576504639686,credit card,LA,4.0,Pending,
TXN_000640,CUST_00640,2024-01-26,Books,Table,6,0.8333333333333334,5.0,CREDIT CARD,Phoenix,4.0,Processing,
TXN_008760,CUST_01760,2022-12-20,Books,Sunscreen,3,1.6666666666666667,5.0,CREDIT CARD,New York,3.0,Shipped,
TXN_005928,CUST_02428,2024-09-01,Home & Garden,Running Shoes,4,11.915158573293763,47.66063429317505,Debit Card,,4.0,Cancelled,
TXN_002436,CUST_02436,2023-05-11,Beauty,Tech Book,7,3.4783265943568584,24.34828616049801,Google Pay,Phoenix,,Returned,
TXN_005002,CUST_01502,2023-08-05,Food,Table,4,24.098812148830582,96.39524859532233,PayPal,New York,5.0,Delivered,19.0
TXN_009718,CUST_02718,2023-07-15,Clothing,Football,7,1.3283893406327743,9.298725384429419,PayPal,,5.0,Cancelled,
TXN_005226,CUST_01726,2024-04-19,Clothing,Football,1,43.77030674777809,43.77030674777809,CREDIT CARD,New York,3.0,Processing,
TXN_010590,CUST_00090,2022-08-23,Home & Garden,Juice,7,10.711035036630935,74.97724525641655,debit card,los angeles,3.0,Cancelled,30.0
TXN_002374,CUST_02374,2022-12-14,Home & Garden,Cream,2,27.942326027640373,55.884652055280746,Credit Card,los angeles,4.0,Delivered,
TXN_009384,CUST_02384,2022-08-31,Food,Football,2,19.1361066824696,38.2722133649392,PayPal,Chicago,5.0,Processing,19.0
TXN_001878,CUST_01878,2023-09-02,Sports,Bicycle,4,4.414735625020256,17.658942500081025,CREDIT CARD,los angeles,3.0,Delivered,
TXN_009335,CUST_02335,2023-07-03,Sports,Tablet,6,1.9776853477301666,11.866112086381,CASH,,3.0,Processing,13.0
TXN_001785,CUST_01785,2024-01-13,Beauty,Jeans,1,112.74584490295103,112.74584490295103,Credit Card,,3.0,Delivered,
TXN_007558,CUST_00558,2022-07-06,Beauty,Tablet,4,9.400184686351722,37.600738745406886,Google Pay,new york,5.0,Returned,
TXN_010738,CUST_00238,2022-06-06,Food,Table,7,1.818355501762863,12.728488512340041,debit card,,,Cancelled,
TXN_004506,CUST_01006,2022-06-10,Food,Chair,2,33.1637108449931,66.3274216899862,credit card,Houston,3.0,Cancelled,
TXN_008948,CUST_01948,2022-07-11,Books,Pasta,6,2.350265123712131,14.101590742272785,credit card,Chicago,5.0,Cancelled,
TXN_004098,CUST_00598,2023-01-02,Food,Fiction Novel,6,2.4933637204670815,14.96018232280249,Debit Card,NYC,3.0,Returned,
TXN_009814,CUST_02814,2022-03-08,Books,Tablet,5,31.490488746561716,157.45244373280858,Debit Card,Phoenix,5.0,Returned,
TXN_013604,CUST_03104,2023-04-12,Books,T-Shirt,3,1.6666666666666667,5.0,debit card,chicago,5.0,Shipped,
TXN_005842,CUST_02342,2022-06-23,Books,Jacket,6,0.8333333333333334,5.0,Google Pay,houston,3.0,Cancelled,
TXN_004476,CUST_00976,2023-09-07,Electronics,Rug,2,13.548858916754334,27.097717833508668,credit card,houston,,Returned,
TXN_009305,CUST_02305,2024-10-01,Electronics,Pasta,7,1.0686729141678304,7.4807103991748125,credit card,new york,5.0,Returned,
TXN_011633,CUST_01133,2024-07-09,Beauty,Jacket,3,36.001083704843744,108.00325111453122,debit card,,4.0,Shipped,
TXN_002610,CUST_02610,2024-07-10,Sports,Jeans,3,30.474259403579776,91.42277821073932,Google Pay,new york,4.0,Cancelled,
TXN_003699,CUST_00199,2022-11-18,Books,Comic,2,7.714009805030798,15.428019610061597,Credit Card,,4.0,Pending,
TXN_002836,CUST_02836,2022-12-08,Clothing,Snacks,5,49.98956075902351,249.94780379511755,Cash,new york,4.0,Shipped,
TXN_012060,CUST_01560,2023-02-28,Books,Cream,7,21.73466363418579,152.14264543930054,debit card,NYC,2.0,Returned,
TXN_006093,CUST_02593,2023-08-31,Sports,Headphones,2,20.737755975381386,41.47551195076277,Credit Card,houston,5.0,Delivered,
TXN_001732,CUST_01732,2024-11-20,Sports,Jacket,5,7.487475558795341,37.43737779397671,paypal,new york,5.0,Shipped,
TXN_012000,CUST_01500,2023-03-22,Sports,Lamp,1,53.110110920323386,53.110110920323386,Cash,houston,,Returned,2.0
TXN_005149,CUST_01649,2024-03-04,Food,T-Shirt,6,1.1728632653410278,7.037179592046167,Debit Card,los angeles,3.0,Processing,
TXN_005362,CUST_01862,2024-07-14,Electronics,Yoga Mat,6,6.539963563000849,39.23978137800509,Debit Card,Houston,4.0,Processing,
TXN_014387,CUST_00387,2023-06-25,Electronics,Lamp,5,10.358704517580273,51.793522587901364,credit card,los angeles,,Processing,
TXN_001020,CUST_01020,2024-10-05,Sports,Cereal,1,59.77052284464427,59.77052284464427,Google Pay,LA,3.0,Processing,
TXN_012149,CUST_01649,2022-02-27,Clothing,Pasta,5,2.899037853564732,14.49518926782366,PayPal,Los Angeles,5.0,Pending,
TXN_005816,CUST_02316,2022-01-07,Sports,Curtains,5,1.282631792111805,6.4131589605590245,Debit Card,chicago,5.0,Shipped,
TXN_005294,CUST_01794,2022-08-31,Sports,Sweater,7,10.638366270137345,74.46856389096142,Debit Card,chicago,4.0,Pending,
TXN_002499,CUST_02499,2022-02-16,Clothing,Tech Book,3,8.725775670811116,26.177327012433345,Debit Card,NYC,5.0,Processing,3.0
TXN_010298,CUST_03298,2023-06-04,Home & Garden,Tech Book,6,0.8333333333333334,5.0,Google Pay,Phoenix,3.0,Processing,
TXN_003213,CUST_03213,2024-10-02,Books,Cream,2,29.600136342561907,59.200272685123814,Debit Card,Los Angeles,5.0,Processing,
TXN_004812,CUST_01312,2024-12-19,Beauty,Tennis Racket,4,1.25,5.0,Cash,New York,5.0,Pending,
TXN_000637,CUST_00637,2024-04-08,Electronics,Running Shoes,4,3.4711600407581664,13.884640163032666,Google Pay,,1.0,Processing,
TXN_012225,CUST_01725,2023-04-12,Beauty,Yoga Mat,7,4.7467981261982795,33.22758688338796,Debit Card,chicago,1.0,Returned,
TXN_004982,CUST_01482,2022-08-16,Home & Garden,Laptop,3,18.14324600966105,54.429738028983145,credit card,,5.0,Shipped,
TXN_008236,CUST_01236,2024-01-04,Electronics,Cookbook,6,10.109519841571695,60.657119049430165,credit card,houston,4.0,Processing,
TXN_010064,CUST_03064,2024-12-28,Electronics,Lamp,6,1.3360495831082468,8.01629749864948,Google Pay,Phoenix,5.0,Processing,
TXN_014134,CUST_00134,2023-06-04,Clothing,Shampoo,6,10.16820042238569,61.009202534314134,credit card,houston,1.0,Processing,
TXN_004294,CUST_00794,2022-06-13,Clothing,T-Shirt,7,3.6049914780622276,25.234940346435593,Cash,Los Angeles,4.0,Processing,
TXN_000354,CUST_00354,2024-07-31,Sports,Coffee,5,1.0,5.0,Cash,Los Angeles,2.0,Returned,
TXN_009707,CUST_02707,2023-03-14,Sports,Dumbbells,6,4.9956779799458655,29.974067879675193,Debit Card,houston,,Shipped,
TXN_012549,CUST_02049,2023-07-17,Sports,Fiction Novel,4,24.67773481791033,98.71093927164132,CREDIT CARD,Chicago,4.0,Returned,
TXN_005619,CUST_02119,2024-11-24,Sports,Cookbook,6,1.7816978478047059,10.690187086828235,Debit Card,Chicago,1.0,Cancelled,17.0
TXN_002058,CUST_02058,2023-01-04,Food,Chocolate,4,13.157591678925732,52.63036671570293,Credit Card,los angeles,4.0,Processing,
TXN_008993,CUST_01993,2023-08-18,Books,Biography,2,16.183701106449686,32.36740221289937,Google Pay,NYC,4.0,Returned,
TXN_005290,CUST_01790,2023-04-22,Home & Garden,Coffee,2,8.276050290750536,16.552100581501072,CASH,New York,3.0,Processing,
TXN_006038,CUST_02538,2023-03-20,Electronics,Table,4,1.6949089336480296,6.7796357345921185,Debit Card,Phoenix,3.0,Processing,
TXN_003958,CUST_00458,2022-12-31,Clothing,Jacket,7,0.7142857142857143,5.0,Google Pay,New York,2.0,Pending,
TXN_007710,CUST_00710,2022-12-16,Clothing,Yoga Mat,4,1.25,5.0,Cash,new york,5.0,Delivered,
TXN_003959,CUST_00459,2023-05-31,Food,Sweater,6,0.8333333333333334,5.0,Credit Card,houston,5.0,Returned,
TXN_010681,CUST_00181,2022-05-08,Sports,Juice,5,30.86662992922566,154.3331496461283,Google Pay,New York,,Shipped,28.0
TXN_001012,CUST_01012,2024-08-08,Food,Shoes,3,48.057729788673576,144.17318936602072,CREDIT CARD,houston,3.0,Delivered,
TXN_009448,CUST_02448,2023-02-21,Home & Garden,Lipstick,3,6.506178366662515,19.518535099987545,credit card,Chicago,4.0,Cancelled,
TXN_012262,CUST_01762,2023-06-26,Food,Lamp,2,36.03362325621043,72.06724651242087,CREDIT CARD,chicago,3.0,Pending,
TXN_004473,CUST_00973,2024-12-29,Books,Rug,5,4.391863374698838,21.959316873494192,CREDIT CARD,new york,4.0,Pending,
TXN_008855,CUST_01855,2024-07-23,Home & Garden,Dumbbells,2,3.3195865938954676,6.639173187790935,Cash,new york,4.0,Cancelled,26.0
TXN_008701,CUST_01701,2024-09-25,Food,Curtains,5,17.624617434036796,88.12308717018398,debit card,Chicago,2.0,Returned,
TXN_000167,CUST_00167,2022-01-15,Books,T-Shirt,5,2.064321066075565,10.321605330377826,debit card,New York,3.0,Processing,
TXN_007494,CUST_00494,2023-12-16,Food,Table,1,98.70491853073453,98.70491853073453,credit card,los angeles,3.0,Cancelled,
TXN_005089,CUST_01589,2024-06-26,Home & Garden,Tennis Racket,5,1.2693654972997868,6.346827486498934,CREDIT CARD,NYC,5.0,Shipped,
TXN_010571,CUST_00071,2022-05-19,Beauty,Curtains,7,13.335988235753687,93.35191765027581,debit card,,3.0,Processing,
TXN_000737,CUST_00737,2022-08-24,Food,Lipstick,2,42.40206657120174,84.80413314240349,paypal,,4.0,Returned,
TXN_002798,CUST_02798,2024-10-23,Sports,Tech Book,4,49.659002598442356,198.63601039376942,Credit Card,chicago,5.0,Processing,
TXN_006791,CUST_03291,2023-10-11,Clothing,Comic,2,9.042327458447527,18.084654916895055,CREDIT CARD,LA,5.0,Processing,4.0
TXN_003290,CUST_03290,2024-03-24,Electronics,Lamp,2,2.5,5.0,credit card,Houston,2.0,Processing,
TXN_002760,CUST_02760,2023-08-07,Sports,Tech Book,1,7.967553170232788,7.967553170232788,Cash,Phoenix,5.0,Processing,21.0
TXN_011765,CUST_01265,2024-01-26,Electronics,Sweater,5,10.052599559417937,50.26299779708968,CREDIT CARD,,5.0,Cancelled,
TXN_000316,CUST_00316,2024-05-25,Books,Self-Help,3,8.764327407752365,26.292982223257095,Cash,,4.0,Delivered,
TXN_008225,CUST_01225,2022-12-29,Sports,Football,6,6.6786627052991046,40.07197623179463,paypal,New York,2.0,Delivered,
TXN_000746,CUST_00746,2023-08-15,Beauty,Sweater,4,6.054146779483891,24.216587117935564,paypal,new york,5.0,Shipped,
TXN_010863,CUST_00363,2024-08-13,Food,Curtains,7,5.044534670169073,35.31174269118351,CASH,Chicago,5.0,Cancelled,
TXN_001484,CUST_01484,2022-08-16,Clothing,Perfume,5,3.9242919094318784,19.621459547159393,Credit Card,NYC,3.0,Shipped,
